NREL ID,Timestamp,Adjusted Pmp (W),Adjusted Isc (A),Voc (V),FF
M1609-0029,9/12/2022 13:13,262.3,9.1,37.95,76.2
M1609-0029,10/5/2021 8:41,263.5,9.117,38.02,76.3
M1609-0029,4/7/2021 8:13,263.6,9.121,38.02,76.3
M1609-0029,9/15/2020 9:50,263.5,9.112,38.04,76.3
M1609-0029,6/3/2019 8:48,263.9,9.12,38.04,76.3
M1609-0029,10/29/2018 9:55,263.6,9.119,38.02,76.3
M1609-0029,5/10/2018 8:08,263.4,9.125,37.98,76.3
M1609-0029,9/7/2017 11:40,264,9.112,38.03,76.4
M1609-0029,9/1/2017 11:14,263.8,9.121,37.99,76.4
M1609-0029,9/19/2016 14:21,264.1,9.11,38,76.5
M1609-0032,9/12/2022 13:30,260.8,9.103,38.02,75.6
M1609-0032,10/5/2021 8:46,261.6,9.12,38.05,75.6
M1609-0032,4/7/2021 8:19,262.2,9.124,38.1,75.7
M1609-0032,9/15/2020 9:56,261.7,9.114,38.07,75.7
M1609-0032,3/24/2020 11:03,262.4,9.135,38.1,75.6
M1609-0032,6/3/2019 8:52,262.4,9.138,38.08,75.7
M1609-0032,10/29/2018 9:43,262.1,9.144,38.07,75.6
M1609-0032,5/10/2018 8:15,262.4,9.148,38.07,75.6
M1609-0032,9/7/2017 11:32,262.7,9.15,38.09,75.6
M1609-0032,9/1/2017 10:41,262.7,9.147,38.08,75.7
M1609-0032,9/19/2016 14:08,262.2,9.139,38.01,75.7
M1609-0035,9/7/2017 11:30,263.8,9.146,38.01,76.1
M1609-0035,9/19/2016 14:17,263.9,9.135,38.03,76.2
M1609-0036,9/7/2017 10:53,262.4,9.13,38.06,75.8
M1609-0036,9/19/2016 14:14,262,9.121,38.01,75.8
M1609-0037,9/7/2017 10:46,263.8,9.115,38.06,76.3
M1609-0037,9/19/2016 14:12,263.1,9.102,37.99,76.3
